seed_id,citing_openalex_id,citing_doi,citing_mag,citing_pmid,citing_year,citing_decade,citing_type,citing_type_crossref,citing_is_retracted,citing_language,citing_cited_by_count,citing_primary_topic,citing_primary_field,citing_primary_subfield,citing_primary_source,citing_is_oa,citing_oa_url,citing_title,cites_target_ids,cites_n_target_editions
meadows_1972_limits_to_growth,https://openalex.org/W2110486552,https://doi.org/10.1108/17542730910938155,2110486552,,2009,2000s,article,,False,en,278,Sustainable Supply Chain Management,"Business, Management and Accounting",Strategy and Management,The TQM Journal,True,http://urn.kb.se/resolve?urn=urn:nbn:se:ltu:diva-14307,What does GRI‐reporting tell us about corporate sustainability?,W2079238586,1
meadows_1972_limits_to_growth,https://openalex.org/W2017533216,https://doi.org/10.1016/s0360-5442(97)00076-5,2017533216,,1998,1990s,article,,False,en,274,Global Energy and Sustainability Research,Energy,"Renewable Energy, Sustainability and the Environment",Energy,False,,"Exergy, waste accounting, and life-cycle analysis",W2079238586|W3145345180,2
meadows_1972_limits_to_growth,https://openalex.org/W3098948376,https://doi.org/10.1016/j.apenergy.2021.117481,3098948376,,2021,2020s,article,,False,en,269,Hybrid Renewable Energy Systems,Energy,Energy Engineering and Power Technology,Applied Energy,False,,Estimating long-term global supply costs for low-carbon hydrogen,W2079238586|W3145345180,2
meadows_1972_limits_to_growth,https://openalex.org/W2074011976,https://doi.org/10.1111/j.1467-7660.2012.01752.x,2074011976,,2012,2010s,article,,False,en,268,"Conservation, Biodiversity, and Resource Management",Environmental Science,Global and Planetary Change,Development and Change,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/j.1467-7660.2012.01752.x,Nature™ Inc.: Changes and Continuities in Neoliberal Conservation and Market‐based Environmental Policy,W2079238586|W3145345180,2
meadows_1972_limits_to_growth,https://openalex.org/W3016768027,https://doi.org/10.1038/s41558-020-0739-7,3016768027,,2020,2020s,article,,False,en,267,Climate Change Policy and Economics,"Economics, Econometrics and Finance",Economics and Econometrics,Nature Climate Change,False,,The evolution of ideas in global climate policy,W2079238586,1
meadows_1972_limits_to_growth,https://openalex.org/W2972069588,https://doi.org/10.1177/0042098020919081,2972069588,,2020,2020s,article,,False,en,265,Urban Planning and Governance,Social Sciences,Urban Studies,Urban Studies,True,https://journals.sagepub.com/doi/pdf/10.1177/0042098020919081,Why does everyone think cities can save the planet?,W2079238586|W3145345180,2
meadows_1972_limits_to_growth,https://openalex.org/W2160890055,https://doi.org/10.1146/annurev.energy.27.122001.083425,2160890055,,2002,2000s,article,,False,en,260,Atmospheric and Environmental Gas Dynamics,Environmental Science,Global and Planetary Change,Annual Review of Energy and the Environment,True,https://www.annualreviews.org/doi/pdf/10.1146/annurev.energy.27.122001.083425,What Can History Teach Us? A Retrospective Examination of Long-Term Energy Forecasts for the United States,W2079238586|W3145345180,2
meadows_1972_limits_to_growth,https://openalex.org/W2981699251,https://doi.org/10.1080/09669582.2019.1679822,2981699251,,2019,2010s,article,,False,en,257,Digital Economy and Work Transformation,Social Sciences,Sociology and Political Science,Journal of Sustainable Tourism,True,https://www.tandfonline.com/doi/pdf/10.1080/09669582.2019.1679822?needAccess=true,Tourism and degrowth: an emerging agenda for research and praxis,W2079238586,1
meadows_1972_limits_to_growth,https://openalex.org/W2965942924,https://doi.org/10.3390/su11154224,2965942924,,2019,2010s,article,,False,en,255,Sustainability in Higher Education,Social Sciences,Education,Sustainability,True,https://www.mdpi.com/2071-1050/11/15/4224/pdf?version=1564992078,Teaching for a Better World. Sustainability and Sustainable Development Goals in the Construction of a Change-Maker University,W2079238586,1
meadows_1972_limits_to_growth,https://openalex.org/W2974250692,https://doi.org/10.1080/09669582.2019.1650054,2974250692,,2019,2010s,article,,False,en,255,"Tourism, Volunteerism, and Development",Social Sciences,Demography,Journal of Sustainable Tourism,True,https://research.brighton.ac.uk/en/publications/ff3f80e0-498e-4050-8018-d4607172f541,Overtourism and degrowth: a social movements perspective,W2079238586|W3145345180,2
meadows_1972_limits_to_growth,https://openalex.org/W2117402084,https://doi.org/10.1016/j.jclepro.2009.10.019,2117402084,,2009,2000s,article,,False,en,249,Sustainable Development and Environmental Policy,Environmental Science,"Management, Monitoring, Policy and Law",Journal of Cleaner Production,False,,Economic de-growth vs. steady-state economy,W2079238586|W3145345180,2
meadows_1972_limits_to_growth,https://openalex.org/W2090259039,https://doi.org/10.1007/s10551-009-0212-z,2090259039,,2009,2000s,article,,False,en,247,Corporate Social Responsibility Reporting,"Business, Management and Accounting",Strategy and Management,Journal of Business Ethics,False,,Sustainability-Driven Implementation of Corporate Social Responsibility: Application of the Integrative Sustainability Triangle,W2079238586|W3145345180,2
meadows_1972_limits_to_growth,https://openalex.org/W2083485992,https://doi.org/10.1142/s1464333205001955,2083485992,,2005,2000s,article,,False,en,243,Environmental Sustainability in Business,"Business, Management and Accounting",Marketing,Journal of Environmental Assessment Policy and Management,False,,"THE SUSTAINABILITY OF ""SUSTAINABILITY"" — A STUDY INTO THE CONCEPTUAL FOUNDATIONS OF THE NOTION OF ""SUSTAINABILITY""",W2079238586,1
meadows_1972_limits_to_growth,https://openalex.org/W3123364762,https://doi.org/10.1016/j.jclepro.2021.126097,3123364762,,2021,2020s,review,,False,en,238,"Energy, Environment, and Transportation Policies",Energy,"Renewable Energy, Sustainability and the Environment",Journal of Cleaner Production,True,https://doi.org/10.1016/j.jclepro.2021.126097,Sufficiency transitions: A review of consumption changes for environmental sustainability,W2079238586|W3145345180,2
meadows_1972_limits_to_growth,https://openalex.org/W2041788660,https://doi.org/10.1016/j.enpol.2008.09.054,2041788660,,2008,2000s,article,,False,en,235,Multi-Criteria Decision Making,Decision Sciences,Management Science and Operations Research,Energy Policy,False,,Multi Criteria Analysis for bioenergy systems assessments,W2079238586|W225706379|W3145345180,3
meadows_1972_limits_to_growth,https://openalex.org/W2192639594,https://doi.org/10.1016/j.erss.2015.11.001,2192639594,,2015,2010s,article,,False,en,235,Sustainability and Climate Change Governance,Environmental Science,Global and Planetary Change,Energy Research & Social Science,True,https://epub.wupperinst.org/frontdoor/index/index/docId/6106,"The role of narratives in socio-technical transitions—Fukushima and the energy regimes of Japan, Germany, and the United Kingdom",W2079238586|W3145345180,2
meadows_1972_limits_to_growth,https://openalex.org/W2329792242,https://doi.org/10.1007/bf02986351,2329792242,https://pubmed.ncbi.nlm.nih.gov/19005806,1997,1990s,article,,False,en,232,Environmental Impact and Sustainability,Environmental Science,Environmental Engineering,Environmental Science and Pollution Research,False,,Life cycle assessment,W2079238586|W3145345180,2
meadows_1972_limits_to_growth,https://openalex.org/W2070701946,https://doi.org/10.1002/sres.826,2070701946,,2008,2000s,article,,False,en,231,Complex Systems and Decision Making,Decision Sciences,Management Science and Operations Research,Systems Research and Behavioral Science,False,,The emergence and use of diagramming in system dynamics: a critical account,W2079238586,1
meadows_1972_limits_to_growth,https://openalex.org/W2119157567,https://doi.org/10.1146/annurev-environ-100809-125346,2119157567,,2010,2010s,article,,False,en,231,International Development and Aid,Social Sciences,Development,Annual Review of Environment and Resources,False,,The Rescaling of Global Environmental Politics,W2079238586,1
meadows_1972_limits_to_growth,https://openalex.org/W2097403372,https://doi.org/10.1002/wcc.95,2097403372,,2010,2010s,article,,False,en,229,Climate variability and models,Environmental Science,Global and Planetary Change,Wiley Interdisciplinary Reviews Climate Change,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/wcc.95,History of climate modeling,W2079238586|W3145345180,2
meadows_1972_limits_to_growth,https://openalex.org/W1987277734,https://doi.org/10.1111/j.1466-822x.2004.00131.x,1987277734,,2004,2000s,article,,False,en,228,Water Resources and Sustainability,Environmental Science,Water Science and Technology,Global Ecology and Biogeography,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/j.1466-822X.2004.00131.x,The carrying capacity of ecosystems,W2079238586|W3145345180,2
meadows_1972_limits_to_growth,https://openalex.org/W2054497570,https://doi.org/10.3390/su6010001,2054497570,,2013,2010s,article,,False,en,226,Diverse Aspects of Tourism Research,Social Sciences,Sociology and Political Science,Sustainability,True,https://www.mdpi.com/2071-1050/6/1/1/pdf?version=1424777856,Critical Sustainability: Setting the Limits to Growth and Responsibility in Tourism,W2079238586,1
meadows_1972_limits_to_growth,https://openalex.org/W2886962697,https://doi.org/10.1016/j.eist.2018.07.006,2886962697,,2018,2010s,article,,False,en,225,Economic and Technological Innovation,"Economics, Econometrics and Finance",Economics and Econometrics,Environmental Innovation and Societal Transitions,True,https://doi.org/10.1016/j.eist.2018.07.006,Deep transitions: Theorizing the long-term patterns of socio-technical change,W2079238586,1
meadows_1972_limits_to_growth,https://openalex.org/W2015038363,https://doi.org/10.1016/s0921-8009(98)00098-6,2015038363,,1999,1990s,article,,False,en,222,Global Energy and Sustainability Research,Energy,"Renewable Energy, Sustainability and the Environment",Ecological Economics,False,,"The second law, the fourth law, recycling and limits to growth",W2079238586|W3145345180,2
meadows_1972_limits_to_growth,https://openalex.org/W3194704665,https://doi.org/10.1016/j.enpol.2021.112524,3194704665,,2021,2020s,article,,False,en,220,"Energy, Environment, Economic Growth","Economics, Econometrics and Finance",Economics and Econometrics,Energy Policy,False,,Does financial development influence renewable energy consumption to achieve carbon neutrality in the USA?,W2079238586|W3145345180,2
meadows_1972_limits_to_growth,https://openalex.org/W3022122336,https://doi.org/10.1146/annurev-environ-012320-080337,3022122336,,2020,2020s,article,,False,en,219,Earth Systems and Cosmic Evolution,Earth and Planetary Sciences,Atmospheric Science,Annual Review of Environment and Resources,True,https://www.annualreviews.org/doi/pdf/10.1146/annurev-environ-012320-080337,The Boundaries of the Planetary Boundary Framework: A Critical Appraisal of Approaches to Define a “Safe Operating Space” for Humanity,W2079238586,1
meadows_1972_limits_to_growth,https://openalex.org/W3016716853,https://doi.org/10.1007/s11356-020-08520-x,3016716853,https://pubmed.ncbi.nlm.nih.gov/32297114,2020,2020s,article,,False,en,214,"Energy, Environment, Economic Growth","Economics, Econometrics and Finance",Economics and Econometrics,Environmental Science and Pollution Research,False,,"Revisiting the Environmental Kuznets Curve hypothesis in OECD countries: the role of renewable, non-renewable energy, and oil prices",W2079238586,1
meadows_1972_limits_to_growth,https://openalex.org/W2480330499,https://doi.org/10.1201/b19138,2480330499,,2015,2010s,book,,False,en,213,Environmental Impact and Sustainability,Environmental Science,Environmental Engineering,,True,https://api.taylorfrancis.com/content/books/oa-mono/download?identifierName=doi&identifierValue=10.1201/b19138&type=webpdf,Environmental Life Cycle Assessment,W2079238586,1
meadows_1972_limits_to_growth,https://openalex.org/W1979519848,https://doi.org/10.1111/j.1540-6210.2010.02249.x,1979519848,,2010,2010s,article,,False,en,212,Sustainable Development and Environmental Policy,Environmental Science,"Management, Monitoring, Policy and Law",Public Administration Review,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/j.1540-6210.2010.02249.x,Sustainability as a Conceptual Focus for Public Administration,W2079238586|W3145345180,2
meadows_1972_limits_to_growth,https://openalex.org/W2912598574,https://doi.org/10.1111/1758-5899.12592,2912598574,,2019,2010s,article,,False,en,210,Environmental Impact and Sustainability,Environmental Science,Environmental Engineering,Global Policy,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/1758-5899.12592,The Framing of Sustainable Consumption and Production in <scp>SDG</scp> 12,W2079238586|W3145345180,2
meadows_1972_limits_to_growth,https://openalex.org/W2082057801,https://doi.org/10.1289/ehp.98106s61453,2082057801,https://pubmed.ncbi.nlm.nih.gov/9860904,1998,1990s,review,,False,en,206,Heavy metals in environment,Environmental Science,Pollution,Environmental Health Perspectives,True,https://ehp.niehs.nih.gov/doi/epdf/10.1289/ehp.98106s61453,Evaluation (not validation) of quantitative models.,W2079238586|W3145345180,2
